ItemID,ItemName
640,Nest Ball
641,Net Ball
642,Never-Melt Ice
643,Noibat Fur
644,Nomel Berry
645,Noodles
646,Normal Gem
647,Normal Tera Shard
648,Normalium Z
649,Nugget
650,Numel Lava
651,Nymble Claw
652,Occa Berry
653,Oceanic Slate
654,Odd Incense
655,Odd Keystone
656,Old Amber
657,Old Gateau
658,Olive Oil
659,Onion
660,Oran Berry
661,Orange Dish
662,Oranguru Fur
663,Oricorio Feather
664,Origin Ball
665,Origin Ore
666,Orthworm Tarnish
667,Oval Charm
668,Oval Stone
669,Pachirisu Fur
670,Pack of Potatoes
671,Packaged Curry
672,Pamtre Berry
673,Paralyze Heal
674,Parasol Pick
675,Park Ball
676,Party Sparkler Pick
677,Pass Orb
678,Passho Berry
679,Passimian Fur
680,Pasta
681,Pawmi Fur
682,Pawniard Blade
683,Payapa Berry
684,Peach Tablecloth
685,Peanut Butter
686,Pearl
687,Pearl String
688,Peat Block
689,Pecha Berry
690,Pep-Up Plant
691,Pepper
692,Permit
693,Persim Berry
694,Petaya Berry
695,Petilil Leaf
696,Pewter Crunchies
697,Phanpy Nail
698,Pichu Fur
699,Pickle
700,Picnic Set
701,Pidgeotite
702,Pika-Pika Pick
703,Pikachu Cup
704,Pikanium Z
705,Pikashunium Z
706,Pinap Berry
707,Pincurchin Spines
708,Pineapple
709,Pineco Husk
710,Pink Apricorn
711,Pink Bottle
712,Pink Cup
713,Pink Nectar
714,Pink Scarf
715,Pink Tablecloth
716,Pinsirite
717,Pixie Plate
718,Plaid Tablecloth (B)
719,Plaid Tablecloth (R)
720,Plaid Tablecloth (Y)
721,Plasma Card
722,Plume Fossil
723,Plump Beans
724,Poison Barb
725,Poison Gem
726,Poison Memory
727,Poison Tera Shard
728,Poisonium Z
729,Poké Ball
730,Poké Doll
731,Poké Toy
732,Polished Mud Ball
733,Polka-Dot Bottle
734,Polka-Dot Cup
735,Polka-Dot Tablecloth
736,Pomeg Berry
737,Pop Pod
738,Potato Salad
739,Potato Tortilla
740,Potion
741,Power Anklet
742,Power Band
743,Power Belt
744,Power Bracer
745,Power Herb
746,Power Lens
747,Power Plant Pass
748,Power Weight
749,PP Max
750,PP Up
751,Precooked Burger
752,Premier Ball
753,Pretty Feather
754,Primarium Z
755,Prism Scale
756,Prison Bottle
757,Prof's Letter
758,Prosciutto
759,Protective Pads
760,Protector
761,Protein
762,Psychic Gem
763,Psychic Memory
764,Psychic Seed
765,Psychic Tera Shard
766,Psychium Z
767,Psyduck Down
768,Punching Glove
769,Pungent Root
770,Pure Incense
771,Purple Nectar
772,Qualot Berry
773,Quick Ball
774,Quick Candy
775,Quick Candy L
776,Quick Candy XL
777,Quick Claw
778,Quick Powder
779,Quiet Mint
780,Qwilfish Spines
781,Rabuta Berry
782,Rage Candy Bar
783,Rainbow Slate
784,Ralts Dust
785,Rare Bone
786,Rare Candy
787,Rash Mint
788,Rawst Berry
789,Razor Claw
790,Razor Fang
791,Razz Berry
792,Reaper Cloth
793,Red Apricorn
794,Red Bell Pepper
795,Red Card
796,Red Dish
797,Red-Flag Pick
798,Red Flute
799,Red Nectar
800,Red Onion
801,Red Poké Ball Pick
802,Red Scarf
803,Red Shard
804,Relaxed Mint
805,Relic Band
806,Relic Copper
807,Relic Crown
808,Relic Gold
809,Relic Silver
810,Relic Statue
811,Relic Vase
812,Rellor Mud
813,Remedy
814,Repeat Ball
815,Repel
816,Reset Urge
817,Resist Feather
818,Resist Mochi
819,Reveal Glass
820,Revival Herb
821,Revive
822,Ribbon Sweet
823,Rice
824,Rindo Berry
825,Ring Target
826,Riolu Fur
827,Rock Gem
828,Rock Incense
829,Rock Memory
830,Rock Tera Shard
831,Rockium Z
832,Rockruff Rock
833,Rocky Helmet
834,Roller Skates
835,Rolycoly Coal
836,Rookidee Feather
837,Room Service
838,Root Fossil
839,Rose Incense
840,Roseli Berry
841,Roto Bargain
842,Roto Boost
843,Roto Catch
844,Roto Encounter
845,Roto Exp. Points
846,Roto Friendship
847,Roto Hatch
848,Roto HP Restore
849,Roto PP Restore
850,Roto Prize Money
851,Roto Stealth
852,Rotom Phone
853,Rotom Sparks
854,Rowap Berry
855,Rufflet Feather
856,Sablenite
857,Sableye Gem
858,Sachet
859,Sacred Ash
860,Safari Ball
861,Safety Goggles
862,Salac Berry
863,Salad Mix
864,Salamencite
865,Salandit Gas
866,Salt
867,Salt Cake
868,Salty Herba Mystica
869,Sand Radish
870,Sandile Claw
871,Sandwich
872,Sandygast Sand
873,Sassy Mint
874,Sausages
875,Scarlet Book
876,Scatter Bang
877,Scatterbug Powder
878,Sceptilite
879,Scizorite
880,Scope Lens
881,Scroll of Darkness
882,Scroll of Waters
883,Scyther Claw
884,Sea Incense
885,Seed of Mastery
886,Serious Mint
887,Seviper Fang
888,Shaderoot Carrot
889,Shalour Sable
890,Sharp Beak
891,Sharpedonite
892,Shed Shell
893,Shell Bell
894,Shellder Pearl
895,Shellos Mucus
896,Shinx Fang
897,Shiny Charm
898,Shiny Stone
899,Shoal Salt
900,Shoal Shell
901,Shock Drive
902,Shroodle Ink
903,Shroomish Spores
904,Shuca Berry
905,Shuppet Scrap
906,Silicobra Sand
907,Silk Scarf
908,Silver Bottle
909,Silver Cup
910,Silver Leaf
911,Silver Nanab Berry
912,Silver Pick
913,Silver Pinap Berry
914,Silver Powder
915,Silver Razz Berry
916,Sinistea Chip
917,Sitrus Berry
918,Skiddo Leaf
919,Skrelp Kelp
920,Skull Fossil
921,Skwovet Fur
922,Sky Plate
923,Sky Tumblestone
924,Slakoth Fur
925,Slowbronite
926,Slowpoke Claw
927,Slowpoke Cup
928,Small Bouquet
929,Smart Candy
930,Smart Candy L
931,Smart Candy XL
932,Smiling Vee Pick
933,Smoke Ball
934,Smoke Bomb
935,Smoke-Poke Tail
936,Smoked Fillet
937,Smoliv Oil
938,Smooth Rock
939,Sneasel Claw
940,Snom Thread
941,Snorlium Z
942,Snorunt Fur
943,Snover Berries
944,Snowball
945,Soda Pop
946,Soft Sand
947,Solganium Z
948,Sootfoot Root
949,Soothe Bell
950,Soul Dew
951,Soul Slate
952,Sour Herba Mystica
953,Spell Tag
954,Spelon Berry
955,Spice Mix
956,Spicy Herba Mystica
957,Spiritomb Fragment
958,Splash Plate
959,Spoiled Apricorn
960,Spoink Pearl
961,Spooky Plate
962,Spooky Tablecloth
963,Sport Ball
964,Springy Mushroom
965,Sprinklotad
966,Squall Slate
967,Squawkabilly Feather
968,Stable Mulch
969,Stantler Hair
970,Star Piece
971,Star Sweet
972,Stardust
973,Starf Berry
974,Starly Feather
975,Stealth Spray
976,Steel Bottle (B)
977,Steel Bottle (R)
978,Steel Bottle (Y)
979,Steel Gem
980,Steel Memory
981,Steel Tera Shard
982,Steelium Z
983,Steelixite
984,Sticky Barb
985,Sticky Glob
986,Stone Plate
987,Stonjourner Stone
988,Strange Ball
989,Strange Souvenir
990,Stratospheric Slate
991,Strawberry
992,Strawberry Sweet
993,Stretchy Spring
994,Striped Bottle
995,Striped Cup
996,Striped Tablecloth
997,Stunky Fur
998,Sun Stone
999,Sunkern Leaf
1000,Sunrise Flower Pick
1001,Sunset Flower Pick
1002,Super Lure
1003,Super Potion
1004,Super Repel
1005,Surskit Syrup
1006,Swablu Fluff
1007,Swampertite
1008,Swap Snack
1009,Sweet Apple
1010,Sweet Heart
1011,Sweet Herba Mystica
1012,Swift Feather
1013,Swift Mochi
1014,Swordcap
1015,Syrupy Apple
1016,Tadbulb Mucus
1017,Tamato Berry
1018,Tandemaus Fur
1019,Tanga Berry
1020,Tapunium Z
1021,Tarountula Thread
1022,Tart Apple
1023,Tatsugiri Scales
1024,Tauros Hair
1025,Tectonic Slate
1026,Teddiursa Claw
1027,Tera Orb
1028,Terrain Extender
1029,Thick Club
1030,Throat Spray
1031,Thunder Stone
1032,Timer Ball
1033,Timid Mint
1034,Tin of Beans
1035,Tinkatink Hair
1036,Tiny Bamboo Shoot
1037,Tiny Mushroom
1038,TM00
1039,TM001
1040,TM002
1041,TM003
1042,TM004
1043,TM005
1044,TM006
1045,TM007
1046,TM008
1047,TM009
1048,TM010
1049,TM011
1050,TM012
1051,TM013
1052,TM014
1053,TM015
1054,TM016
1055,TM017
1056,TM018
1057,TM019
1058,TM020
1059,TM021
1060,TM022
1061,TM023
1062,TM024
1063,TM025
1064,TM026
1065,TM027
1066,TM028
1067,TM029
1068,TM030
1069,TM031
1070,TM032
1071,TM033
1072,TM034
1073,TM035
1074,TM036
1075,TM037
1076,TM038
1077,TM039
1078,TM040
1079,TM041
1080,TM042
1081,TM043
1082,TM044
1083,TM045
1084,TM046
1085,TM047
1086,TM048
1087,TM049
1088,TM050
1089,TM051
1090,TM052
1091,TM053
1092,TM054
1093,TM055
1094,TM056
1095,TM057
1096,TM058
1097,TM059
1098,TM060
1099,TM061
1100,TM062
1101,TM063
1102,TM064
1103,TM065
1104,TM066
1105,TM067
1106,TM068
1107,TM069
1108,TM070
1109,TM071
1110,TM072
1111,TM073
1112,TM074
1113,TM075
1114,TM076
1115,TM077
1116,TM078
1117,TM079
1118,TM080
1119,TM081
1120,TM082
1121,TM083
1122,TM084
1123,TM085
1124,TM086
1125,TM087
1126,TM088
1127,TM089
1128,TM090
1129,TM091
1130,TM092
1131,TM093
1132,TM094
1133,TM095
1134,TM096
1135,TM097
1136,TM098
1137,TM099
1138,TM100
1139,TM101
1140,TM102
1141,TM103
1142,TM104
1143,TM105
1144,TM106
1145,TM107
1146,TM108
1147,TM109
1148,TM110
1149,TM111
1150,TM112
1151,TM113
1152,TM114
1153,TM115
1154,TM116
1155,TM117
1156,TM118
1157,TM119
1158,TM120
1159,TM121
1160,TM122
1161,TM123
1162,TM124
1163,TM125
1164,TM126
1165,TM127
1166,TM128
1167,TM129
1168,TM130
1169,TM131
1170,TM132
1171,TM133
1172,TM134
1173,TM135
1174,TM136
1175,TM137
1176,TM138
1177,TM139
1178,TM140
1179,TM141
1180,TM142
1181,TM143
1182,TM144
1183,TM145
1184,TM146
1185,TM147
1186,TM148
1187,TM149
1188,TM150
1189,TM151
1190,TM152
1191,TM153
1192,TM154
1193,TM155
1194,TM156
1195,TM157
1196,TM158
1197,TM159
1198,TM160
1199,TM161
1200,TM162
1201,TM163
1202,TM164
1203,TM165
1204,TM166
1205,TM167
1206,TM168
1207,TM169
1208,TM170
1209,TM171
1210,TM172
1211,TM173
1212,TM174
1213,TM175
1214,TM176
1215,TM177
1216,TM178
1217,TM179
1218,TM180
1219,TM181
1220,TM182
1221,TM183
1222,TM184
1223,TM185
1224,TM186
1225,TM187
1226,TM188
1227,TM189
1228,TM190
1229,TM191
1230,TM192
1231,TM193
1232,TM194
1233,TM195
1234,TM196
1235,TM197
1236,TM198
1237,TM199
1238,TM200
1239,TM201
1240,TM202
1241,TM203
1242,TM204
1243,TM205
1244,TM206
1245,TM207
1246,TM208
1247,TM209
1248,TM210
1249,TM211
1250,TM212
1251,TM213
1252,TM214
1253,TM215
1254,TM216
1255,TM217
1256,TM218
1257,TM219
1258,TM220
1259,TM221
1260,TM222
1261,TM223
1262,TM224
1263,TM225
1264,TM226
1265,TM227
1266,TM228
1267,TM229
1268,TMV Pass
1269,Toedscool Flaps
1270,Tofu
1271,Tomato
1272,Torkoal Coal
1273,Tough Candy
1274,Tough Candy L
1275,Tough Candy XL
1276,Toxel Sparks
1277,Toxic Orb
1278,Toxic Plate
1279,TR00
1280,TR01
1281,TR02
1282,TR03
1283,TR04
1284,TR05
1285,TR06
1286,TR07
1287,TR08
1288,TR09
1289,TR10
1290,TR11
1291,TR12
1292,TR13
1293,TR14
1294,TR15
1295,TR16
1296,TR17
1297,TR18
1298,TR19
1299,TR20
1300,TR21
1301,TR22
1302,TR23
1303,TR24
1304,TR25
1305,TR26
1306,TR27
1307,TR28
1308,TR29
1309,TR30
1310,TR31
1311,TR32
1312,TR33
1313,TR34
1314,TR35
1315,TR36
1316,TR37
1317,TR38
1318,TR39
1319,TR40
1320,TR41
1321,TR42
1322,TR43
1323,TR44
1324,TR45
1325,TR46
1326,TR47
1327,TR48
1328,TR49
1329,TR50
1330,TR51
1331,TR52
1332,TR53
1333,TR54
1334,TR55
1335,TR56
1336,TR57
1337,TR58
1338,TR59
1339,TR60
1340,TR61
1341,TR62
1342,TR63
1343,TR64
1344,TR65
1345,TR66
1346,TR67
1347,TR68
1348,TR69
1349,TR70
1350,TR71
1351,TR72
1352,TR73
1353,TR74
1354,TR75
1355,TR76
1356,TR77
1357,TR78
1358,TR79
1359,TR80
1360,TR81
1361,TR82
1362,TR83
1363,TR84
1364,TR85
1365,TR86
1366,TR87
1367,TR88
1368,TR89
1369,TR90
1370,TR91
1371,TR92
1372,TR93
1373,TR94
1374,TR95
1375,TR96
1376,TR97
1377,TR98
1378,TR99
1379,Tropical Shell
1380,Tropius Leaf
1381,Tumblestone
1382,Twice-Spiced Radish
1383,Twisted Spoon
1384,Tynamo Slime
1385,Tyranitarite
1386,Ultra Ball
1387,Ultranecrozium Z
1388,Unremarkable Teacup
1389,Upgrade
1390,Utility Umbrella
1391,Varoom Fume
1392,Vee-Vee Pick
1393,Veluza Fillet
1394,Venonat Fang
1395,Venusaurite
1396,Vinegar
1397,Violet Book
1398,Vivichoke
1399,Voltorb Sparks
1400,Wacan Berry
1401,Wasabi
1402,Water Gem
1403,Water Memory
1404,Water Stone
1405,Water Tera Shard
1406,Watercress
1407,Waterium Z
1408,Watmel Berry
1409,Wattrel Feather
1410,Wave Incense
1411,Weakness Policy
1412,Wepear Berry
1413,Whimsical Tablecloth
1414,Whipped Cream
1415,Whipped Dream
1416,White Apricorn
1417,White Dish
1418,White Flute
1419,White Herb
1420,Wide Lens
1421,Wiglett Sand
1422,Wiki Berry
1423,Wing Ball
1424,Wingull Feather
1425,Winking Pika Pick
1426,Wise Glasses
1427,Wishing Piece
1428,Wood
1429,Wooper Slime
1430,X Accuracy
1431,X Accuracy 2
1432,X Accuracy 3
1433,X Accuracy 6
1434,X Attack
1435,X Attack 2
1436,X Attack 3
1437,X Attack 6
1438,X Defense
1439,X Defense 2
1440,X Defense 3
1441,X Defense 6
1442,X Sp. Atk
1443,X Sp. Atk 2
1444,X Sp. Atk 3
1445,X Sp. Atk 6
1446,X Sp. Def
1447,X Sp. Def 2
1448,X Sp. Def 3
1449,X Sp. Def 6
1450,X Speed
1451,X Speed 2
1452,X Speed 3
1453,X Speed 6
1454,Yache Berry
1455,Yarn Ball
1456,Yellow Apricorn
1457,Yellow Bell Pepper
1458,Yellow Bottle
1459,Yellow Cup
1460,Yellow Dish
1461,Yellow Flute
1462,Yellow Nectar
1463,Yellow Scarf
1464,Yellow Shard
1465,Yellow Tablecloth
1466,Yogurt
1467,Yungoos Fur
1468,Zangoose Claw
1469,Zap Plate
1470,Zinc
1471,Zoom Lens
1472,Zorua Fur
